date,direction,correspondent,repository,first_line
[c 1805],from,CB,Osb,I shall be very glad
[1805],to,CB,NYPL (B),I have your kind Letter
[1805],from,CB,NYPL (B),I shall be very glad to hear
[1805],to,CB,Osb,I am very glad to find that you are
[1805],from,CB,Osb,I have the pleasure of seeing
[1805],to,CB,Osb,I had much pleasure in reading your [?] note [?] and [?] Felmy [?] Perry [?] to
[1805],from,CB,Osb,It would [?] of hearing and [?] our [?] literary industry [?]
[c 1805],to,CB,Osb,I was very glad
[1805],from,CB,Osb,I shall not fail
10 p Jan [1806],to,CB,Osb,I take this [?] Water [?] Paper [?]
[Jan 1806],from,CB,Osb,I was not [?] obliged [?]
[1806],to,CB,Osb,I trust a [?] French & [?] Spanish Creek [?] Oaks [?]
[1806],from,CB,Osb,A very good [?] and [?] a very much [?] pd [?]
[c 1806],to,CB,Osb,I have not been able to find
[1806],from,CB,Osb,I shall be very glad to have
1 p Jun [1806],to,CB,Osb,I intend [?] 1806 [?] that [?] his [?] and [?]
[Jun 1806],from,CB,Osb,I have your favour
[1806],to,CB,Osb,I am very sorry you have been
20 Jun [1806],from,CB,Osb,I was very glad to hear
[1806],to,CB,Osb,I hope you have had the pleasure of
[1806],from,CB,Osb,I shall be glad to have
[1806],to,CB,Osb,I take the opportunity of writing
[1806],from,CB,Osb,I am much obliged
[c 1806],to,CB,Osb,I have been very much alarmed [?]
[1806],from,CB,Osb,I have your very kind
14 Jun [1806],to,CB,Osb,I am very glad to find that you
[1806],from,CB,Osb,I was very sorry to hear
[1806],to,CB,Osb,I have nothing new to tell
[1806],from,CB,Osb,I am very glad to hear
[1806],to,CB,Osb,I take the earliest opportunity to
[1806],from,CB,Osb,I had the pleasure of your kind Letter
15 Jun [1806],to,CB,Comps,I hope this will find you
[1806],from,CB,Osb,I shall be very happy
[1806],to,CB,Osb,I have now the pleasure to
[c 1806],from,CB,Osb,I hope you are quite well by this time
[1806],to,CB,Osb,I am very much obliged
[1806],from,CB,Comps,I was very glad to receive your
1 p Jun [1806],to,CB,Osb,I have the pleasure to tell you
[Jun 1806],from,CB,Osb,I am very glad of it
[1806],to,CB,Osb,I had been [?] M. [?] Bossanget [?] Hood [?]
[1806],from,CB,Osb,I have your Letter
1 Jun,to,CB,Osb,I was not [?] a little [?] surprised
[1806],from,CB,Osb,I am sorry you had so much trouble [?]
[1806],to,CB,Osb,it [?] is not only [?] the Compliment [?]
[c 1806],from,CB,Osb,I shall be very much obliged
[1806],to,CB,Osb,I take the liberty
[1806],from,CB,Osb,I was glad to hear from [?]
[June 1806],to,CB,Comps,I have the pleasure of paying
[1806],from,CB,Osb,Keep dried [?] from Ch. Do [?]
[c 1806],to,CB,Osb,I am sorry to tell you
[1806],from,CB,Comps,I had the pleasure of
1 Jul [1806],to,CB,Osb,I have the pleasure to send you
[Jul 1806],from,CB,Osb,I am glad your examination went [?] well [?]
1 p Oct [1806],to,CB,Osb,I had the pleasure of your kind Letter
[Oct 1806],from,CB,Osb,I am very sorry for the loss
[1806],to,CB,Osb,I now take the opportunity to
[1806],from,CB,Osb,I hope you received
22 Oct,to,CB,Osb,I have your favour and note
[1806],from,CB,Osb,I was very happy to hear
[1806],to,CB,Osb,I have been expecting from day to day
[1806],from,CB,Osb,I am very sorry for the delay of my writing
[c 1806],to,CB,Comps,I have the pleasure of
[1806],from,CB,NYPL (B),I shall be very glad
[1806],to,CB,Osb,I am sorry to say that
[1806],from,CB,NYPL (B),I have your favour and am
[c 1806],to,CB,Osb,I will [?] not delay writing [?]
[1806],from,CB,Osb,I hope you are well
23 Jan,to,CB,Comms,I am much obliged to you for
23 Jan,from,Charles Butler,Osb,I hope Charles [?] Butler [?]
30 Jun,to,CB,Osb,I have your kind favour
[1806],from,CB,Osb,Keep [?] dried [?] from Ch. Do [?]
[1806],to,CB,Comps,I have the pleasure of
1 p Oct [1806],from,CB,Osb,I am very glad of your
[1806],to,CB,Osb,I had been [?] at St Norwood [?] Hood
1 Jul,from,CB,Osb,I was not [?] a little surprised
[1806],to,CB,Osb,I have your kind Letter of the
[1806],from,CB,Osb,I have the pleasure to tell
[c 1807],to,CB,Osb,I have the honour
[1807],from,CB,Osb,I have your very kind Letter and
4 Mar [1807],to,CB,HEH,I am very sorry to be
[Mar 1807],from,CB,Osb,I had not the pleasure
8 Sep [1807],to,CB,Osb,I am very glad to find
[Sep 1807],from,CB,Osb,I had the honour
[1807],to,CB,Osb,Lord [?] Radnor [?] Dublin [?]
[1807],from,CB,Osb,I was very happy to hear
14 Sep [1807],to,CB,Osb,I keep up [?] from Mr Tobin [?]
[1807],from,CB,Osb,I am very sorry for the loss
12 Oct,to,CB,NYPL (B),I have had Spencer [?]
[Oct 1807],from,CB,NYPL (B),I am sorry to hear
[1807],to,CB,Osb,I have your kind Letter
[1807],from,CB,Osb,I shall be glad to hear from you
[c 1807],to,CB,Osb,I was very glad to hear that [?] the honoured [?] had [?] Crescent [?]
[1807],from,CB,Osb,I am very glad to hear that you are well
[1807],to,CB,Osb,I have been very much engaged
[1807],from,CB,Osb,I am very sorry to hear that
[1807],to,CB,Osb,I am very glad to find you are safely returned [?] to Ada [?] had
[1807],from,CB,Osb,I am very glad to hear the news
[1807],to,CB,Osb,I have your kind Letter of the
[1807],from,CB,Osb,I shall be very glad to see
[c 1807],to,CB,Osb,I was very happy to find
[1807],from,CB,Osb,I am very sorry to hear of
27 Oct,to,CB,Osb,I take [?] with some [?] letter [?] I am indeed [?]
[Oct 1807],from,CB,Osb,I have your favour
[1807],from,CB,Osb,I shall be very glad
22 Jul [1807],to,CB,Osb,I have now the pleasure to say
[Jul 1807],from,CB,NYPL (B),I am very sorry [?]
[1807],to,CB,Osb,I am very much obliged
[1807],from,CB,Osb,I was glad to hear from you
[c 1807],to,CB,Osb,I have the pleasure of writing you
[1807],from,CB,Osb,I am much concerned to hear
[1807],to,CB,Osb,I take the [?] with what [?] letters [?] I am added [?]
[1807],from,CB,Osb,I am very glad to hear
20 Jun [1807],to,CB,NYPL (B),I have your favour
[Jun 1807],from,CB,Osb,I am very much obliged
[1807],to,CB,Osb,I was very sorry to hear
[1807],from,CB,Osb,I am very glad to find
[c 1807],to,CB,NYPL (B),I have been a long time in your debt [?]
27 Oct,from,CB,Osb,I am sorry to say
[1807],to,CB,NYPL (B),I have your Letter and am very sorry [?]
[1807],from,CB,Osb,I have your kind favour and
[1807],to,CB,Osb,I shall be very glad
[1807],from,CB,Osb,I was very glad to hear
[1807],to,CB,Osb,I am much concerned
[1807],from,CB,BM,I have your kind Letter and
6 Nov [1807],to,CB,Osb,I have your favour of the [?] past [?]
[Nov 1807],from,CB,Osb,Everywhere [?] for [?] your path [?]
[1807],to,CB,Osb,I am very sorry
9 p Nov [1807],from,CB,Osb,I have the pleasure
[1807],to,CB,Osb,I was [?] I am [?] I have [?] very thing [?] I
[c 1807],from,CB,Osb,What you say is very true and I
[1807],to,CB,Osb,I have your favour and am
11 Feb [1808],to,CB,Osb,I have your kind Letter and
[Feb 1808],from,CB,Osb,I was glad to hear from
13 Feb,to,CB,Osb,Yours [?] I have received
[Feb 1808],from,CB,Comps,I hope this will find you
28 Feb [1808],to,CB,Osb,I have your obliging favour
[1808],from,CB,Osb,I was very much concerned
13 Feb,to,CB,Osb,I am sorry to hear of the loss [?] of the port [?]
[1808],from,CB,Osb,I have the pleasure
21 p Feb [1808],to,CB,Osb,I shall be very happy
[1808],from,CB,Osb,I am very glad to hear
28 Feb [1808],to,CB,Osb,I take the opportunity to
[1808],from,CB,Osb,I was sorry to hear
[c 1808],to,CB,Osb,I have yours and rejoice to
2 p Jul [1808],to,CB,Osb,I have your very kind Letter
[Jul 1808],from,CB,[Osb] [?],I am very sorry
7 May [1808],to,CB,Osb,I take the opportunity of a frank [?] to tell you
[May 1808],from,CB,Osb,I was very glad
7 p Feb [1808],to,CB,Osb,I have your kind Letter of [?] Dr of you [?] — at [?]
[1808],from,CB,Osb,I have the pleasure to inform you
[1808],to,CB,Osb,I have your kind favour of the [?] past [?]
[1808],from,CB,Osb,I was very glad
1 p Jun [1808],to,CB,Osb,I have yours and am very much
[1808],from,CB,Osb,I am glad to hear that you
2 p Jul [1808],to,CB,[Osb] [?],I have yours [post 1807] [?] and am very much
[1808],from,CB,Osb,I am very sorry to hear
[c 1808],to,CB,Osb,I was very happy to hear from
[1808],from,CB,Osb,I am very glad you have been
14 Mar [1808],to,CB,Osb,I have your favour of the 14th [?]
[Mar 1808],from,CB,Osb,I shall be very much obliged
[1808],to,CB,Osb,I had the pleasure of hearing from you
[1808],from,CB,Osb,I was much concerned to hear
23 Mar [1808],to,CB,Osb,I have your kind Letter and I hope
[1808],to,CB,Osb,I am very glad to hear the good news
[1808],from,CB,Osb,I have your favour and will
1 p Jun,to,CB,Osb,I had the pleasure of
[1808],from,CB,Osb,I was very happy to hear
[1808],to,CB,Osb,I have been a long time in your debt
[1808],from,CB,Osb,I am very glad to hear that
[c 1808],to,CB,Osb,I have your kind Letter and I am very sorry
[1808],from,CB,Osb,I shall be very glad to hear
11 Feb [1808],to,CB,Osb,I take the first opportunity
[1808],from,CB,Osb,I had the pleasure of your
[1808],to,CB,Osb,I am sorry I cannot yet send
[1808],from,CB,Comps,I have yours and am sorry to find
[1808],to,CB,NYPL (B),I shall be very glad
[1808],from,CB,NYPL (B),I have your kind favour
[c 1808],to,CB,Osb,I have yours and note the
[1808],from,CB,Osb,I am very much concerned
[1808],to,CB,Osb,I am very glad
[1808],from,CB,Osb,I was very glad to hear from you
15 Jan [1808],to,CB,Osb,I have been very long in your debt
[1808],from,CB,Osb,I am very glad to find that
[1808],to,CB,Osb,I have the pleasure to tell you
[1808],from,CB,Osb,I hope this will find you
[c 1808],to,CB,Osb,I take the opportunity of
[1808],from,CB,Osb,I am very sorry that
2 p Jul [1808],to,CB,Osb,I have yours [?] [post 1807] [?]
[1808],from,CB,Osb,I have your favour
[1808],to,CB,Osb,I was much pleased
[1808],from,CB,Osb,I hope your family are all
20 Sep [1808],to,CB,Osb,I have now the pleasure of telling
[Sep 1808],from,CB,Osb,I shall be much obliged
[1808],to,CB,Osb,I am very glad to hear
[1808],from,CB,Osb,It is a long time since I heard
1 Oct [1808],to,CB,Osb,I am very glad to find
[Oct 1808],from,CB,Osb,I had the pleasure of your last
[1808],to,CB,Osb,I have your favour and thank
[1808],from,CB,Osb,I shall be very glad to hear from
28 Nov [1808],to,CB,Osb,I hope you are well
[Nov 1808],from,CB,Osb,I was very sorry to hear
[1808],to,CB,Osb,I have yours and I am very sorry
[1808],from,CB,Osb,I shall be much obliged
[c 1808],to,CB,Osb,I am very glad you are well
[1808],from,CB,Osb,I hope you received my last
20 Sep [1808],to,CB,Osb,I have your kind Letter and
[1808],from,CB,Comps,I have your favour
[1808],to,CB,Scot,I have been a long time
[1808],from,CB,Osb,I was glad to hear from you
[1808],to,CB,NYPL (B),I have now the pleasure of
[1808],from,CB,NYPL (B),I was much concerned
[c 1808],to,CB,Osb,I shall be very much obliged
[1808],from,CB,Osb,I have your kind Letter and
1 p Oct [1808],to,CB,Osb,I have your favour of the
[1808],from,CB,Osb,I am very glad
7 Oct [1808],to,CB,Osb,I hope this will find all your family well
[1808],from,CB,Osb,I was glad to hear
2 Nov [1808],to,CB,Osb,I have yours of [?] and am very sorry
[1808],from,CB,Osb,I have the pleasure to say
3 Dec [1808],to,CB,Osb,I had your kind favour of
[1808],from,CB,Osb,I am much obliged to you
[c 1808],to,CB,Osb,I take the earliest opportunity
15 Jan [post 1808],to,CB,Osb,I have been very much concerned
[1808],from,CB,Osb,I am very sorry you have
20 Sep,to,CB,Osb,I have the pleasure to
[1808],from,CB,Osb,I am very much obliged
[1808],to,CB,Osb,I am glad to hear
[1808],from,CB,Osb,I am very sorry for your disappointment [?]
[1808],to,CB,NYPL (B),I have now to tell you
[1808],from,CB,Osb,I hope this will find you very well
[c 1808],to,CB,Osb,I am much obliged for
[1808],from,CB,Osb,I hope you are all well
20 Sep [1808],to,CB,Osb,I had your kind favour
[1808],from,CB,Osb,I shall be very glad
[1808],to,CB,Osb,I take the opportunity
[1808],from,CB,Osb,I am very sorry
31 Jul [1808],to,CB,Osb,I have the pleasure of telling you
[1808],from,CB,Osb,I had the honour of your Letter
[1808],to,CB,Osb,I have to thank you for your kind
[1808],from,CB,Osb,I shall be very glad to see you
[c 1808],to,CB,Osb,I have your favour of
1 p Nov,to,CB,Osb,I have now the pleasure to
[1808],from,CB,NYPL (B),I have your kind Letter
[1808],to,CB,BM,I have been very long
[1808],from,CB,Osb,I hope you will think of
8 p Nov [1807],to,CB,NYPL (B),I had for you
[1807],from,CB,Osb,I am sorry to tell you
[1807],to,CB,Osb,I hope you are all well
[c 1807],from,CB,Osb,I have your favour
5 Jan,to,CB,Osb,I was not [?] a little [?] surprised
[1807],from,CB,Osb,I have the pleasure
[1807],to,CB,Osb,What you say is very true and I find [?]
[1807],from,CB,Osb,I have yours
6 p Nov [1807],to,CB,NYPL (B),I have your favour
[1807],from,CB,Osb,I am very sorry
[1808],to,CB,Osb,I have now [?] been [?] long [?] from [?]
[1808],from,CB,Osb,I am much [?] pleased
[1808],to,CB,Osb,I hope you will excuse [?]
[1808],from,CB,Osb,I have your favour and thank you
[c 1808],to,CB,Osb,I shall be very glad
[1808],from,CB,Osb,I am very glad to hear of [?] Thou [?] Coll [?]
[1808],to,CB,Osb,I will offer for the
[1808],to,CB,Osb,I have the honour of your kind
[1808],from,CB,Osb,I have your kind favour
[c 1808],to,CB,Osb,Oxf (AS) [?]
[1808],to,CB,Osb,I am very glad to hear from you
20 Sep [1808],to,CB,Osb,I have the pleasure of
[1808],from,CB,Scot,I have your kind favour
[1808],to,CB,Osb,I have now the pleasure
[1808],from,CB,Comps,I was glad to find
[1808],to,CB,Osb,I have yours and thank you
[1808],from,CB,Osb,I was very glad to receive
[c 1808],to,CB,Osb,I hope this will find you well
15 Jan,from,CB,Osb,I hope you are very well
[1808],to,CB,Osb,I am very sorry for the loss
[1808],from,CB,Osb,I hope you will take [?]
[1808],to,CB,WRM /,I take the earliest opportunity
[1808],from,CB,Osb,I was very glad to hear
[1808],to,CB,Osb,I shall be glad to come
[1808],from,CB,Osb,I hope you are very well
1 p Oct [1808],to,CB,Osb,I have yours and am much obliged [?]
[1808],from,CB,Osb,I have your kind Letter and I hope
5 Nov,to,CB,Osb,I hope by this time [?]
[1808],from,CB,Osb,I hope you are well
20 Sep [1808],to,CB,Osb,I was very glad [?]
[c 1808],to,CB,Osb,I very much hope [?] to end [?] of College [?] for a little
1 Oct [1808],to,CB,Osb,I am very sorry
[1808],from,CB,Osb,Teeny [?] Lodge [?] for [?] your Matters [?]
[1808],to,CB,Osb,I have the pleasure
[c 1808],to,CB,Osb,1 p Mav [?]
1 p Jun,to,CB,Osb,I have your kind favour
[1808],from,CB,Osb,I have [?] Lodging [?] for you — at [?] B [?] do [?]
[1808],from,CB,Osb,I have [?] your letter [?] now from [?] Cambs [?] to Cambridge [?]
"[c Sep 1797]",to,CBFB,Osb,"[?]"
"[1798-1812]",from,CBFB,Osb,"how do you do this Morning [?]"
"[1798-1812]",from,CBFB,Osb(AS),"[?]"
"[1808-1812]",from,CBFB,Osb,"I shall be delighted [?]"
"[1798-1812]",from,CBFB,Osb,"Sir Walter Scott [?]"
"29 Dec [1797]",from,FBA,Osb,"I am sorry to find from yr [?]"
"[pre 1799]",to,FBA,Scot [?],"[?]"
"5 Feb [1799]",from,FBA,Osb,"many thanks for the Books"
"20 Feb [1799]",to,FBA,Osb,"I wrote to you a few days since"
"4 Apr [1799]",from,FBA,Osb,"it gave me great pleasure [?]"
"17 Jun [1799]",to,FBA,Osb,"[?]"
"8 Jul [1799]",from,FBA,Osb,"I am much obliged to you"
"5 Sep [1799]",to,FBA,Osb,"I have not been very well"
"[Sep 1799]",from,FBA,Osb,"how very good of you to send"
"25 Sep [1799]",from,FBA,Osb,"I lose no time in Writing"
"11 Oct [1799]",to,FBA,Osb,"thank you my dear [?]"
"[Nov 1799]",from,FBA,Osb,"[?]"
"1 Dec [1799]",to,FBA,Osb,"yr letter arrived safe"
"[1799]",from,FBA,Osb,"[?]"
"[1799]",to,FBA,Osb,"[?]"
"[c 1800]",from,FBA,Osb,"I had your Letter this Morning [?]"
"3 Feb [1800]",to,FBA,Osb,"[?]"
"12 Mar [1800]",from,FBA,Osb,"many thanks my dear Charles"
"[1800]",to,FBA,Osb,"I should have written sooner"
"5 May [1800]",from,FBA,Osb,"your account gave me great pleasure"
"15 Jun [1800]",to,FBA,Osb,"We went last Monday to [?]"
"1800",to,FBA,MaC,"[?]"
"8 Jul [1800]",from,FBA,Osb,"how delighted I was"
"12 Aug [1800]",to,FBA,Osb,"yr very kind letter reached me"
"5 Sep [1800]",from,FBA,Osb,"I have been wanting to write"
"[1800]",to,FBA,Osb,"I am very glad to find"
"10 Oct [1800]",from,FBA,Osb,"I am now at this place"
"3 Nov [1800]",to,FBA,Osb,"I hope you continue"
"25 Nov [1800]",from,FBA,Osb,"I received yr very kind letter"
"1 Dec [1800]",to,FBA,Osb,"how kind & good of you"
"[1800]",from,CBFB,Osb,"my dearest Brother [?]"
"[1800]",to,FBA,Osb,"[?]"
"[Jan 1801]",from,FBA,Osb,"I am sorry to hear"
"3 Mar [1801]",to,FBA,Osb,"I write to you from Greenwich"
"5 Apr [1801]",from,FBA,Osb,"I shall be at yr house"
"17 Apr [1801]",to,FBA,Osb,"many thanks for your agreeable"
"[1801]",from,FBA,Osb,"[?]"
"12 Jun [1801]",to,FBA,Osb,"I have been prevented"
"8 Jul [1801]",from,FBA,Osb,"as to what you say [?]"
"11 Aug [1801]",to,FBA,Osb,"[?]"
"29 Sep [1801]",from,FBA,Osb,"I cannot delay writing"
"10 Oct [1801]",to,FBA,Osb,"Thank you a thousand times"
"[1801]",from,FBA,Osb,"I am very glad to find"
"12 Nov [1801]",to,FBA,Osb,"the books you mentioned"
"7 Jan [1802]",to,FBA,Osb,"I hope this will find you"
"2 Feb [1802]",from,FBA,Osb,"I will tell you [?]"
"5 Mar [1802]",to,FBA,Osb,"I return you many thanks"
"11 Apr [1802]",from,FBA,Osb,"it gave me the greatest pleasure [?]"
"3 May [1802]",to,FBA,Osb,"I lose no time in answering"
"[Jun 1802]",from,FBA,Osb,"I am much pleased [?]"
"5 Jul [1802]",to,FBA,Osb,"I congratulate you most heartily"
"10 Aug [1802]",from,FBA,Osb,"we are all well here [?]"
"2 Sep [1802]",to,FBA,Osb,"how glad I am to hear"
"14 Oct [1802]",from,FBA,Osb,"I have been meaning to write [?]"
"1 Dec [1802]",to,FBA,Osb,"I thank you most sincerely"
"3 Jan [1803]",from,FBA,Osb,"I hope you are well"
"17 Feb [1803]",to,FBA,Osb,"yr letter arrived safe"
"5 Mar [1803]",from,FBA,Osb,"we are extremely anxious [?]"
"10 Apr [1803]",to,FBA,Osb,"I cannot express how much"
"[1803]",from,FBA,Osb,"the books were delivered [?]"
"8 Jun [1803]",to,FBA,Osb,"we are tolerably well [?]"
"[Jul 1803]",from,FBA,Osb,"I have some very good news"
"5 Aug [1803]",to,FBA,Osb,"yr account of the journey [?]"
"10 Sep [1803]",from,FBA,Osb,"I have been thinking much"
"1 Nov [1803]",to,FBA,Osb,"yr letter gave me [?]"
"3 Dec [1803]",from,FBA,Osb,"how very glad I was"
"5 Jan [1804]",to,FBA,Osb,"I am very anxious [?]"
"10 Feb [1804]",from,FBA,Osb,"you cannot think how"
"3 Mar [1804]",to,FBA,Osb,"I had the pleasure of [?]"
"5 May [1804]",from,FBA,Osb,"yr letter arrived yesterday [?]"
"12 Jun [1804]",to,FBA,Osb,"I cannot tell you"
"5 Aug [1804]",from,FBA,Osb,"the weather has been [?]"
"1 Nov [1804]",to,FBA,Osb,"I hope my dear sister [?]"
"3 Dec [1804]",from,FBA,Osb,"your very kind letter"
