bookseller_id,name,sign,type,active_min,active_max,notes
BS_SARE_2,Thomas Sare,,bookseller,1673,1692,Plomer (1668-1725); refs: TC(1)
BS_SAUNDERS,Francis Saunders,Blue  Anchor  on  the  New  Exchange in  the  Strand,bookseller,1684,1699,Plomer (1668-1725); refs: Dunton; TC(1)
BS_SAVILE,George Savile,,bookseller,1674,1674,Plomer (1668-1725); refs: TC(1)
BS_SAWBRIDGE,George Sawbridge,,bookseller,1641,1705,Plomer (1668-1725); succeeded by Thomas  Sawbridge; refs: Dunton
BS_SAWBRIDGE_2,Hannah Sawbridge,Bible  on  Ludgate  Hill,bookseller,1681,1686,Plomer (1668-1725); widow of George  Sawbridge; refs: TC(1)
BS_SAWBRIDGE_3,Thomas Sawbridge,Three  Flower  de  Luces,bookseller,1669,1692,Plomer (1668-1725); refs: TC(1)
BS_SAYES,W. Sayes,,bookseller,1707,1708,Plomer (1668-1725)
BS_SAYWELL,William Saywell,,bookseller,1641,1670,Plomer (1668-1725); son of John  Sa; refs: TC(1)
BS_SCORE,Edward Score,,bookseller,1704,1779,Plomer (1668-1725); refs: Nichols
BS_SCOTT,Robert Scott,Prince's  Arms,bookseller,1641,1690,Plomer (1668-1725); refs: TC(1)
BS_SEAR,Thomas Sear,,bookseller,1676,1676,Plomer (1668-1725)
BS_SEARCH,Daniel Search,,bookseller,1689,1689,Plomer (1668-1725)
BS_SEDGWICK,Sedgwick,,printer,1691,1691,Plomer (1668-1725); widow of Henry  Clark; succeeded by John  Barber; refs: Dunton
BS_SELL,John Sell,,bookseller,1676,1676,Plomer (1668-1725)
BS_SELLER,John Seller,,bookseller,1667,1691,Plomer (1668-1725); refs: DNB; TC(3)
BS_SELLERS,R. Sellers,,bookseller,1683,1683,Plomer (1668-1725)
BS_SHAD,J. Shad,,bookseller,1653,1683,Plomer (1668-1725)
BS_SHARP,Sm  Joshua Sharp,,publisher,1681,1718,Plomer (1668-1725); brother of Archbishop  Sharp; refs: Nichols; Dunton
BS_SHARP_2,S. Sharp,,stationer,1692,1692,Plomer (1668-1725)
BS_SHARP_3,Thomas Sharp,,bookseller,1679,1679,Plomer (1668-1725); refs: TC(1)
BS_SHARP_4,Thomas Sharp,,printer,1722,1722,Plomer (1668-1725); refs: Nichols; Timperley
BS_SHARPLESS,Sharpless,,printer,1690,1690,Plomer (1668-1725); widow of John  Harefinch
BS_SHEAFE,Samuel Sheafe,,stationer,1641,1732,Plomer (1668-1725); refs: Timperley; TC(1)
BS_SHELL,G. Shell,,bookseller,1684,1684,Plomer (1668-1725)
BS_SHELMERDINE,Thomas Shelmerdine,Rose  Tree,bookseller,1698,1711,Plomer (1668-1725); refs: TC(1)
BS_SHELTON,Joseph Shelton,Peacock  in the  Poultry,bookseller,1691,1696,Plomer (1668-1725)
BS_SHEPHERD,P. Shepherd,,bookseller,1682,1682,Plomer (1668-1725)
BS_SHIRLEY,Benjamin Shirley,,bookseller,1672,1703,Plomer (1668-1725); refs: Dunton; TC(2)
BS_SIMMONS,B. Simmons,,bookseller,1641,1685,Plomer (1668-1725); succeeded by Thomas  Simmons
BS_SIMMONS_2,Samuel Simmons,,bookseller,1641,1685,Plomer (1668-1725); son of Nevill  Simmons; refs: Dunton; TC(2)
BS_SIMPSON,Simpson,,bookseller,1690,1690,Plomer (1668-1725); refs: Dunton
BS_SIMPSON_2,J Ames Simpson,,bookbinder,1670,1678,Plomer (1668-1725)
BS_SIMPSON_3,Ralph Simpson,,bookseller,1680,1707,Plomer (1668-1725); refs: TC(3)
BS_SIMPSON_4,Richard Simpson,,bookseller,1670,1702,Plomer (1668-1725); refs: TC(1)
BS_SIMS,John Sims,,bookseller,1641,1677,Plomer (1668-1725); refs: Dunton; TC(1)
BS_SKEGNES,Christopher Skegnes,,bookseller,1686,1687,Plomer (1668-1725); refs: TC(1)
BS_SLATER,J. Slater,,bookseller,1684,1709,Plomer (1668-1725)
BS_SMITH,Charles Smith,Angel,bookseller,1671,1675,Plomer (1668-1725); refs: TC(3)
BS_SMITH_2,C Harles Smith,,bookseller,1707,1707,Plomer (1668-1725)
BS_SMITH_3,E. Smith,Bible  (a)  under  the  Piazza,bookseller,1686,1689,Plomer (1668-1725)
BS_SMITH_4,E. Smith,,bookseller,1707,1707,Plomer (1668-1725)
BS_SMITH_5,Francis Smith,,bookseller,1641,1688,Plomer (1668-1725)
BS_SMITH_6,John Smith,,printer,1679,1683,Plomer (1668-1725)
BS_SMITH_7,John Smith,Lion  and  Crown  in  Russell  Street,bookseller,1701,1701,Plomer (1668-1725)
BS_SMITH_8,Obediah Smith,,bookseller,1672,1704,Plomer (1668-1725); son of Francis; refs: TC(2)
BS_SMITH_9,Ralph Smith,,bookseller,1641,1684,Plomer (1668-1725); refs: TC(1)
BS_SMITH_10,Richard Smith,,bookseller,1698,1721,Plomer (1668-1725); refs: Nichols; Dunton
BS_SMITH_11,Samuel Smith,,bookseller,1681,1703,Plomer (1668-1725); refs: Dunton
BS_SNOWDEN,Thomas Snowden,,printer,1678,1680,Plomer (1668-1725)
BS_SOLLERS,J. Sollers,,bookseller,1684,1684,Plomer (1668-1725)
BS_SOLLERS_2,Robert Sollers,King's  Arms,bookseller,1677,1699,Plomer (1668-1725); refs: Dunton
BS_SOUTHBY,John Southby,,bookseller,1684,1707,Plomer (1668-1725); refs: TC(2)
BS_SOUTHBY_2,Richard Southby,,bookseller,1693,1693,Plomer (1668-1725); refs: TC(1)
BS_SOUTHWOOD,Benjamin Southwood,,bookseller,1670,1679,Plomer (1668-1725); refs: TC(1)
BS_SOWLE,"Tace,  Or  Tacy Sowle",,bookseller,1695,1746,Plomer (1668-1725); refs: Dunton
BS_SPEED,Anne Speed,Three  Crowns  in  Exchange  Alley,bookseller,1705,1705,Plomer (1668-1725); wife of Thomas  Speed
BS_SPEED_2,Samuel Speed,,bookseller,1641,1670,Plomer (1668-1725)
BS_SPEED_3,Thomas Speed,,bookseller,1689,1714,Plomer (1668-1725); brother of Samuel  Speed; refs: Dunton; TC(1)
BS_SPENCER,John Spencer,,printer,1684,1684,Plomer (1668-1725)
BS_SPICER,John Spicer,,bookseller,1682,1682,Plomer (1668-1725)
BS_SPILLER,William Spiller,,bookseller,1696,1714,Plomer (1668-1725)
BS_SPRINT,Bartholomew Sprint,,bookseller,1681,1681,Plomer (1668-1725)
BS_SPRINT_2,Benjamin Sprint,Blue  Bell,bookseller,1709,1737,Plomer (1668-1725); son of Samuel  Sprint; refs: Timperley
BS_SPRINT_3,John Sprint,Blue  Bell,bookseller,1698,1727,Plomer (1668-1725); son of Samuel  Sprint; refs: Dunton
BS_SPRINT_4,Samuel Sprint,Bell,bookseller,1670,1707,Plomer (1668-1725); refs: Dunton; TC(1)
BS_STAGG,John Stagg,,bookseller,1746,1746,Plomer (1668-1725)
BS_STANDFAST,Richard Standfast,,bookseller,1711,1711,Plomer (1668-1725)
BS_STARKEY,John Starkey,,bookseller,1641,1689,Plomer (1668-1725); refs: TC(1)
BS_STEPHENS,J. Stephens,Hand  and  Star,bookseller,1722,1722,Plomer (1668-1725)
BS_STEPHENS_2,Philemon Stephens,,printer,1641,1692,Plomer (1668-1725)
BS_STOKOE,Luke Stokoe,Golden  Key,bookseller,1700,1727,Plomer (1668-1725); refs: Nichols
BS_STORY,John Story,,bookseller,1641,1740,Plomer (1668-1725); refs: Nichols; TC(2)
BS_STREATER,S. Streater,,printer,1677,1677,Plomer (1668-1725)
BS_STREATOR,Joseph Streator,,printer,1688,1688,Plomer (1668-1725)
BS_STURTON,John Sturton,,bookseller,1696,1696,Plomer (1668-1725)
BS_SYMON,Edward Symon,comer  of  Pope's  Head  Alley,bookseller,1720,1720,Plomer (1668-1725)
BS_SYMSON,Andrew Symson,,bookseller,1606,1706,Plomer (1668-1725)
BS_TANNER,Peter Tanner,,stationer,1691,1699,Plomer (1668-1725)
BS_TAYLOR,John Taylor,Ship,bookseller,1683,1713,Plomer (1668-1725); refs: Dunton; Timperley
BS_TAYLOR_2,Thomas Taylor,Hand  and  Bible  in  the  New  Buildings  on  London Bridge,bookseller,1671,1673,Plomer (1668-1725); refs: Dunton; TC(2)
BS_TAYLOR_3,William Taylor,,bookseller,1700,1723,Plomer (1668-1725); son of John  Taylor
BS_TEBB,Thomas Tebb,,bookseller,1707,1715,Plomer (1668-1725); refs: TC(1)
BS_TERRY,John Terry,Three  Swans,bookseller,1689,1689,Plomer (1668-1725)
BS_TERRY_2,T. Terry,,bookseller,1687,1687,Plomer (1668-1725)
BS_THACKERAY,Thomas Thackeray,,bookseller,1693,1693,Plomer (1668-1725); refs: TC(1)
BS_THACKERAY_2,William Thackeray,Angel  in  Duck  Lane,bookseller,1641,1692,Plomer (1668-1725); refs: TC(1)
BS_THOMAS,John Thomas,,printer,1681,1681,Plomer (1668-1725)
BS_THOMPSON,J. Thompson,,printer,1725,1725,Plomer (1668-1725)
BS_THOMPSON_2,Mary Thompson,,printer,1688,1688,Plomer (1668-1725); widow of Nathaniel  Thompson
BS_THOMPSON_3,Nathaniel Thompson,at  the  entrance  into  the  Old Spring  Garden,bookseller,1641,1688,Plomer (1668-1725); refs: TC(2)
BS_THORNCOMB,Andrew Thorncomb,,bookseller,1685,1686,Plomer (1668-1725); refs: Dunton
BS_THORNICROFT,Thomas Thornicroft,Sun,bookseller,1641,1672,Plomer (1668-1725)
BS_THORNTON,Jethro Thornton,,bookseller,1675,1675,Plomer (1668-1725)
BS_THRALE,Benjamin Thrale,Bible,bookseller,1677,1679,Plomer (1668-1725); son of Richard  Thrale; refs: TC(1)
BS_THRALE_2,Richard Thrale,,bookseller,1641,1768,Plomer (1668-1725); succeeded by Edmund  Jefl; refs: DNB; TC(2)
BS_TIDMARSH,Samuel Tidmarsh,King's  Head  in  Sweeting's Alley  End,bookseller,1678,1689,Plomer (1668-1725); refs: Dunton; TC(2)
BS_TILLIER,T. Tillier,,bookseller,1688,1688,Plomer (1668-1725)
BS_TILLOTSON,J. Tillotson,,bookseller,1690,1690,Plomer (1668-1725)
BS_TODD,Todd,,printer,1724,1724,Plomer (1668-1725)
BS_TOMLINS,Richard Tomlins,Bible,bookseller,1637,1672,Plomer (1668-1725); refs: TC(1)
BS_TOMPSON,Tompson,,bookseller,1689,1689,Plomer (1668-1725)
BS_TOMPSON_2,Richard Tompson,Sun,bookseller,1641,1669,Plomer (1668-1725)
BS_TONGE,George Tonge,,bookseller,1682,1682,Plomer (1668-1725)
BS_TONSON,Jacob Tonson,Shakespeare's  Head,bookseller,1670,1737,Plomer (1668-1725); son of Jacob  Tonson; brother of Richard  Tonson; refs: DNB; Nichols; Dunton; TC(1)
BS_TONSON_2,Jacob Tonson,Gray's Inn  Gate ;  (2)  Shakespeare's  Head,bookseller,1689,1735,Plomer (1668-1725); son of Richard; nephew of Jacob  Tonson; succeeded by Jacob; refs: DNB; Nichols
BS_TONSON_3,Richard Tonson,,bookseller,1675,1700,Plomer (1668-1725); brother of Jacob  Tonson; refs: TC(1)
BS_TOOK,Took,,printer,1724,1724,Plomer (1668-1725)
BS_TOOKE,Benjamin Tooke,Ship,bookseller,1642,1716,Plomer (1668-1725); succeeded by Crooke; refs: Timperley
BS_TOOKE_2,Benjamin Tooke,,bookseller,1703,1723,Plomer (1668-1725); refs: Nichols; Dunton
BS_TOOKER,Arthur Tooker,Globe  and  Half  Moon,bookseller,1669,1680,Plomer (1668-1725); refs: TC(1)
BS_TOOKEY,R. Tookey,,printer,1695,1724,Plomer (1668-1725); refs: Dunton
BS_TOOTH,Barber Tooth,,bookseller,1673,1673,Plomer (1668-1725); refs: TC(1)
BS_TRACY,Ebenezer Tracy,Three  Bibles  on  London  Bridge,bookseller,1695,1719,Plomer (1668-1725); refs: TC(2)
BS_TUCKYR,Roger Tuckyr,,bookseller,1700,1700,Plomer (1668-1725)
BS_TURNER,Matthew Turner,,bookseller,1673,1693,Plomer (1668-1725)
BS_TURNER_2,Robert Turner,Star,bookseller,1676,1676,Plomer (1668-1725); refs: TC(1)
BS_TURNER_3,William Turner,White  Horse,bookseller,1696,1705,Plomer (1668-1725); refs: TC(1)
BS_TYLER,Evan Tyler,,bookseller,1633,1682,Plomer (1668-1725)
BS_UNSWORTH,Ann Unsworth,,bookseller,1696,1696,Plomer (1668-1725)
BS_VADE,J Ames Vade,,bookseller,1677,1681,Plomer (1668-1725); refs: TC(1)
BS_VAILLANT,Paul Vaillant,,bookseller,1686,1739,Plomer (1668-1725); refs: Timperley
BS_VAUGHAN,Roger Vaughan,,bookseller,1673,1673,Plomer (1668-1725)
BS_VEZEY,Lawrence Vezey,,printer,1720,1720,Plomer (1668-1725)
BS_VINCENT,Robert Vincent,,bookseller,1691,1713,Plomer (1668-1725); refs: TC(1)
BS_WADE,S. Wade,Bible,bookseller,1693,1693,Plomer (1668-1725)
BS_WALBANCK,Elizabeth Walbanck,,bookseller,1674,1677,Plomer (1668-1725); refs: TC(1)
BS_WALBANCK_2,George Walbanck,,bookseller,1618,1674,Plomer (1668-1725); succeeded by Elizabeth  Walbanck; refs: TC(1)
BS_WALE,Jeffrey Wale,Angel,bookseller,1703,1707,Plomer (1668-1725)
BS_WALFORD,Benjamin Walford,The  Prince's  Arms,bookseller,1689,1711,Plomer (1668-1725); refs: Nichols; Dunton
BS_WALFORD_2,J. Walford,,bookseller,1710,1710,Plomer (1668-1725)
BS_WALKER,Mathias Walker,,bookseller,1672,1672,Plomer (1668-1725); refs: TC(1)
BS_WALKER_2,R. Walker,,bookseller,1676,1676,Plomer (1668-1725); refs: TC(1)
BS_WALLIS,John Wallis,.]    In  1688  he  appears  as  printer  of  A  New  Fairing  for  the merrily  disposed  or,printer,1682,1700,Plomer (1668-1725)
BS_WALLUP,G. Wallup,,bookseller,1690,1690,Plomer (1668-1725)
BS_WALSALL,Samuel Walsall,Heart  and  Bible,bookseller,1680,1685,Plomer (1668-1725); refs: TC(2)
BS_WALTHOE,John Walthoe,,bookseller,1683,1733,Plomer (1668-1725); refs: Dunton; TC(2)
BS_WALTON,Robert Walton,,printer,1641,1687,Plomer (1668-1725); refs: TC(1)
BS_WALWYN,Herbert Walwyn,,bookseller,1633,1702,Plomer (1668-1725); refs: Dunton
BS_WARD,Thomas Ward,,bookseller,1711,1720,Plomer (1668-1725); refs: TC(1)
BS_WARD_2,Wnxi Am Ward,,bookseller,1710,1738,Plomer (1668-1725)
BS_WARNER,William Warner,,bookseller,1687,1687,Plomer (1668-1725)
BS_WARREN,Thomas Warren,,printer,1641,1697,Plomer (1668-1725)
BS_WARTER,William Warter,,stationer,1683,1709,Plomer (1668-1725); son of John  Warter; refs: TC(1)
BS_WATERTON,Richard Waterton,next  door  to  the  Blue-Anchor,bookseller,1691,1707,Plomer (1668-1725)
BS_WATTS,John Watts,,printer,1700,1763,Plomer (1668-1725); refs: Nichols
BS_WATTS_2,Joseph Watts,Angel,bookseller,1685,1692,Plomer (1668-1725)
BS_WELD,John Weld,Crown,bookseller,1685,1700,Plomer (1668-1725); refs: TC(2)
BS_WELLS,George Wells,Sun,bookseller,1677,1687,Plomer (1668-1725); son of Dr; refs: TC(5)
BS_WELLS_2,John Wells,,bookseller,1686,1691,Plomer (1668-1725); refs: TC(1)
BS_WELLS_3,R. Wells,Hand  and  Sceptre,bookseller,1686,1686,Plomer (1668-1725)
BS_WELLS_4,William Wells,,bookseller,1641,1641,Plomer (1668-1725); refs: TC(1)
BS_WEST,West,,bookseller,1703,1703,Plomer (1668-1725); refs: Dunton
BS_WHITE,Henry White,Three  Bibles,bookseller,1677,1680,Plomer (1668-1725)
BS_WHITE_2,John White,Three  Bibles,bookseller,1680,1680,Plomer (1668-1725); son of Henry  White; refs: Dunton; TC(1)
BS_WHITE_3,John White,,bookseller,1680,1716,Plomer (1668-1725)
BS_WHITE_4,Lawrence White,,bookseller,1679,1679,Plomer (1668-1725)
BS_WHITE_5,Margaret White,,bookseller,1683,1683,Plomer (1668-1725)
BS_WHITE_6,Robert White,,printer,1639,1677,Plomer (1668-1725)
BS_WHITLEDGE,Robert Whitledge,,bookseller,1695,1711,Plomer (1668-1725); refs: Dunton
BS_WHITLOCK,Elizabeth Whitlock,,bookseller,1695,1698,Plomer (1668-1725); widow of John  Whitlock
BS_WHITLOCK_2,John Whitlock,,bookseller,1683,1695,Plomer (1668-1725); succeeded by Elizabeth  Whitlock; refs: TC(1)
BS_WHITWOOD,William Whitwood,Golden  Lion,bookseller,1641,1699,Plomer (1668-1725); refs: Dunton
BS_WICKER,Tobias Wicker,,stationer,1682,1683,Plomer (1668-1725)
BS_WICKINS,John Wickins,White  Hart,bookseller,1679,1695,Plomer (1668-1725); refs: TC(3)
BS_WIDDOWES,Giles Widdowes,,bookseller,1669,1675,Plomer (1668-1725); refs: TC(2)
BS_WIDDOWES_2,Margaret Widdowes,,bookseller,1676,1680,Plomer (1668-1725); widow of Giles  Widdowes; refs: Dunton; TC(1)
BS_WILCOX,J. Wilcox,,bookseller,1721,1762,Plomer (1668-1725); refs: Timperley
BS_WILDE,Allington Wilde,,printer,1722,1731,Plomer (1668-1725); son of John  Wilde; wife of Samuel  Richardson
BS_WILDE_2,John Wilde,,printer,1693,1709,Plomer (1668-1725); apprentice to John  Wilde; succeeded by Allington  Wilde; refs: Dunton; Timperley
BS_WILDE_3,Joseph Wilde,,bookseller,1672,1700,Plomer (1668-1725); apprentice to George  Sawbridge; son of Lichfield; refs: Dunton; TC(3)
BS_WILDE_4,W. Wilde,,printer,1687,1696,Plomer (1668-1725)
BS_WILFORD,John Wilford,Three  Flower  de  Luces,bookseller,1641,1732,Plomer (1668-1725)
BS_WILKIN,Richard Wilkin,,bookseller,1693,1720,Plomer (1668-1725); refs: Dunton; TC(1)
BS_WILKINS,Francis Wilkins,,printer,1696,1700,Plomer (1668-1725)
BS_WILKINS_2,John Wilkins,,bookseller,1670,1672,Plomer (1668-1725); refs: TC(1)
BS_WILKINS_3,Jonathan Wilkins,Star  in  Cheapside,bookseller,1680,1703,Plomer (1668-1725); refs: Dunton
BS_WILKINSON,Christopher Wilkinson,,bookseller,1669,1693,Plomer (1668-1725); refs: TC(2)
BS_WILKINSON_2,E. Wilkinson,,bookseller,1693,1696,Plomer (1668-1725); widow of Christopher  Wilkinson
BS_WILLIAMS,John Williams,Blue  Anchor  in  Little  Britain,bookseller,1636,1676,Plomer (1668-1725); succeeded by John  Williams; refs: TC(1)
BS_WILLIAMS_2,John Williams,Crown,bookseller,1672,1684,Plomer (1668-1725); refs: TC(1)
BS_WILLIAMS_3,Thomas Williams,Bible,bookseller,1641,1679,Plomer (1668-1725)
BS_WILLIAMS_4,W. Williams,White  Swan,bookseller,1677,1677,Plomer (1668-1725); refs: TC(1)
BS_WILLIAMSON,John Williamson,,bookseller,1670,1679,Plomer (1668-1725); refs: TC(3)
BS_WILLIS,J. Willis,Three  Crowns,bookseller,1701,1701,Plomer (1668-1725)
BS_WILLIS_2,William Willis,,bookbinder,1684,1684,Plomer (1668-1725)
BS_WILMER,Thomas Wilmer,,bookseller,1709,1709,Plomer (1668-1725)
BS_WILMOT,Wilmot,,printer,1724,1724,Plomer (1668-1725)
BS_WILMOT_2,Samuel Wilmot,,bookseller,1729,1729,Plomer (1668-1725)
BS_WILMOT_3,William Wilmot,,printer,1724,1727,Plomer (1668-1725)
BS_WINGFIELD,John Wingfield,,bookseller,1669,1669,Plomer (1668-1725); refs: TC(1)
BS_WINTER,John Winter,,printer,1668,1675,Plomer (1668-1725)
BS_WITHERS,Samuel Withers,,bookseller,1694,1694,Plomer (1668-1725)
BS_WOOD,Thomas Wood,,bookseller,1715,1733,Plomer (1668-1725); refs: Nichols
BS_WOOD__FALL,Henry Wood  Fall,,bookseller,1704,1724,Plomer (1668-1725); refs: Nichols
BS_WOODWARD,Woodward,,bookbinder,1680,1680,Plomer (1668-1725); refs: Dunton
BS_WOODWARD_2,James Woodward,,bookseller,1707,1723,Plomer (1668-1725); refs: Nichols; TC(1)
BS_WOOLFE,Nicholas Woolfe,,bookseller,1676,1678,Plomer (1668-1725); refs: TC(1)
BS_WOTTON,Matthew Wotton,,bookseller,1687,1725,Plomer (1668-1725); succeeded by Thomas; refs: Dunton
BS_WRIGHT,John Wright,next  door  to  the  Globe  in  Little  Britain,bookseller,1634,1693,Plomer (1668-1725); refs: TC(1)
BS_WRIGHT_2,Thomas Wright,,bookseller,1683,1711,Plomer (1668-1725); refs: Dunton
BS_WYER,Enoch Wyer,,bookseller,1677,1686,Plomer (1668-1725); refs: TC(3)
BS_YATES,Yates,,bookseller,1686,1703,Plomer (1668-1725); refs: Dunton
BS_YOUNG,Thomas Young,,bookseller,1685,1685,Plomer (1668-1725)
BS_BAKER_7,Charles Baker,,bookseller,1690,1700,Plomer (1668-1725)
BS_BISSEL,James Bissel,Bible  and  Harp,bookseller,1690,1700,Plomer (1668-1725)
BS_BODINGHAM,Bodingham,,printer,1722,1722,Plomer (1668-1725)
BS_BROWN_2,Jonah Brown,,bookseller,1714,1714,Plomer (1668-1725)
BS_BULLINGER,John Bullinger,,bookseller,1677,1677,Plomer (1668-1725)
BS_DENNISSON,C Dennisson,,bookseller,1690,1690,Plomer (1668-1725)
BS_GAMMON,William Gammon,,bookseller,1690,1700,Plomer (1668-1725)
BS_GILBERT_2,Stephen Gilbert,,printer,1716,1716,Plomer (1668-1725)
BS_HYDE,John Hyde,,bookseller,1702,1702,Plomer (1668-1725)
BS_MARIET,Mariet,,bookseller,1702,1702,Plomer (1668-1725)
BS_NEWBERY,Robert Newbery,,bookseller,1690,1690,Plomer (1668-1725)
BS_OLIVER_3,E. Oliver,Golden  Key  on  Snow-hill,bookseller,1690,1690,Plomer (1668-1725)
BS_PASSINGER_3,Charles Passinger,Seven  Stars  on  London  Bridge,bookseller,1695,1695,Plomer (1668-1725)
BS_RICHARDSON_4,Samuel Richardson,,printer,1724,1724,Plomer (1668-1725)
BS_SOWLE_2,Jane Sowle,,printer,1706,1706,Plomer (1668-1725)
BS_WENTBRIDGE,V. Wentbridge,,bookseller,1600,1760,Plomer (1668-1725); refs: Nichols
